ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P97892	8.30e-04	5.70e-06	-5.262815	3.9316258	-3.8319091	LDB1	LIM domain binding 1
A_24_P940725	8.30e-04	5.72e-06	-5.261412	3.927483	-1.512096	PNISR	PNN interacting serine and arginine rich protein
A_24_P264031	8.30e-04	5.73e-06	-5.260891	3.9259449	-2.7722352	LINC00893	long intergenic non-protein coding RNA 893
A_24_P118946	8.31e-04	5.77e-06	5.259075	3.9205856	2.8738997		
A_23_P80398	8.32e-04	5.80e-06	5.257389	3.9156076	1.3178764	NCAPH2	non-SMC condensin II complex subunit H2
A_23_P17224	8.38e-04	5.86e-06	-5.254076	3.9058265	-2.1953727	ICA1L	islet cell autoantigen 1 like
A_23_P377214	8.39e-04	5.92e-06	5.250612	3.895602	1.897723	HEXIM2	hexamethylene bisacetamide inducible 2
A_23_P383227	8.39e-04	5.93e-06	-5.250105	3.8941064	-2.7306923	S100A1	S100 calcium binding protein A1
A_32_P79190	8.39e-04	5.93e-06	-5.250049	3.8939407	-2.2149481		
A_24_P886336	8.39e-04	5.95e-06	-5.248983	3.8907928	-1.7917292		
A_23_P41664	8.41e-04	5.99e-06	-5.246979	3.8848784	-1.6861044	LRRC70	leucine rich repeat containing 70
A_32_P199217	8.42e-04	6.02e-06	-5.245502	3.8805206	-2.7283015		
A_23_P168909	8.44e-04	6.08e-06	-5.242076	3.8704092	-1.3801798	ZFPM2	zinc finger protein, FOG family member 2
A_24_P497244	8.44e-04	6.10e-06	-5.241149	3.867673	-2.8949707	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
A_32_P144887	8.44e-04	6.10e-06	-5.241147	3.8676665	-4.3389442	LOC100996345	uncharacterized LOC100996345
A_23_P64280	8.45e-04	6.13e-06	-5.239873	3.8639071	-2.57936		
A_23_P6909	8.56e-04	6.23e-06	-5.234362	3.8476455	-2.5573552	ACKR4	atypical chemokine receptor 4
A_24_P630473	8.58e-04	6.28e-06	-5.232233	3.8413625	-1.9869067		
A_32_P1115	8.58e-04	6.29e-06	-5.231261	3.8384958	-1.8087711		
A_23_P309207	8.68e-04	6.39e-06	-5.226555	3.8246097	-1.6169729	ZNF577	zinc finger protein 577
A_24_P25698	8.73e-04	6.46e-06	-5.223027	3.8142025	-1.7468744	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
A_32_P88946	8.73e-04	6.47e-06	-5.222544	3.8127768	-2.2553675		
A_23_P115652	8.73e-04	6.49e-06	-5.221549	3.8098447	-4.5259481	SFTPA1	surfactant protein A1
A_23_P51745	8.83e-04	6.59e-06	-5.216743	3.7956686	-2.466826	PROK1	prokineticin 1
A_23_P371254	8.83e-04	6.62e-06	-5.215388	3.7916703	-2.7646539	TAS2R43	taste 2 receptor member 43
A_24_P165816	8.87e-04	6.69e-06	-5.212075	3.7819011	-1.8853609	CCNT2	cyclin T2
A_24_P813730	8.87e-04	6.69e-06	-5.211843	3.7812142	-2.3671709		
A_23_P25030	8.88e-04	6.72e-06	-5.210588	3.777514	-2.177255	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
A_32_P475513	8.88e-04	6.75e-06	-5.209154	3.7732844	-1.8963253		
A_24_P767422	9.08e-04	6.92e-06	5.201096	3.7495251	1.8187051	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1
A_24_P290130	9.10e-04	6.96e-06	-5.199295	3.7442152	-1.9860676	ATAT1	alpha tubulin acetyltransferase 1
A_23_P162874	9.15e-04	7.02e-06	5.196428	3.7357623	2.5200364	HSP90AA1	heat shock protein 90 alpha family class A member 1
A_32_P162605	9.19e-04	7.08e-06	-5.194159	3.7290752	-1.9224627		
A_32_P55438	9.20e-04	7.11e-06	-5.192711	3.7248048	-1.4726271		
A_23_P434430	9.23e-04	7.20e-06	-5.188763	3.713168	-1.6870433	ZNF439	zinc finger protein 439
A_23_P131834	9.23e-04	7.20e-06	-5.188493	3.7123712	-2.7625837		
A_24_P179175	9.23e-04	7.20e-06	-5.188468	3.7122973	-2.1534511	PHC3	polyhomeotic homolog 3
A_32_P113436	9.24e-04	7.26e-06	5.186119	3.7053764	1.9170293	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2
A_23_P71037	9.24e-04	7.26e-06	-5.185756	3.7043047	-2.3300583	IL6	interleukin 6
A_32_P12430	9.26e-04	7.30e-06	-5.184078	3.6993608	-1.3816841	SPG20	spastic paraplegia 20 (Troyer syndrome)
A_23_P336479	9.51e-04	7.53e-06	5.174453	3.6709975	2.4406851	G3BP1	G3BP stress granule assembly factor 1
A_24_P326175	9.53e-04	7.57e-06	5.172729	3.665917	2.1236327	WIPI2	WD repeat domain, phosphoinositide interacting 2
A_23_P161324	9.73e-04	7.75e-06	-5.165083	3.643393	-1.5468616	NUDT13	nudix hydrolase 13
A_23_P119006	9.82e-04	7.85e-06	-5.160965	3.6312628	-1.8692773		
A_23_P161091	9.82e-04	7.87e-06	-5.160237	3.6291174	-1.2298715	ZMYM1	zinc finger MYM-type containing 1
A_23_P401524	9.86e-04	7.93e-06	5.157908	3.622258	2.322796	COX6A2	cytochrome c oxidase subunit 6A2
A_32_P43878	9.86e-04	7.96e-06	-5.156787	3.6189567	-1.9690713		
A_24_P414999	9.88e-04	8.01e-06	5.154757	3.6129779	1.7851096	LAPTM4B	lysosomal protein transmembrane 4 beta
A_24_P34575	9.88e-04	8.04e-06	5.153423	3.6090494	1.6089501	POU3F3	POU class 3 homeobox 3
A_23_P207557	9.88e-04	8.07e-06	-5.152486	3.6062902	-2.0342425	HNF1B	HNF1 homeobox B
A_24_P162140	9.88e-04	8.08e-06	-5.151909	3.6045915	-4.179685		
A_23_P150664	1.01e-03	8.29e-06	5.143695	3.5804042	2.3402355	IFITM5	interferon induced transmembrane protein 5
A_24_P783679	1.02e-03	8.36e-06	5.141324	3.5734239	2.5402601		
A_24_P376902	1.02e-03	8.39e-06	-5.140079	3.5697595	-1.7402381	ICA1L	islet cell autoantigen 1 like
A_32_P227921	1.03e-03	8.50e-06	-5.136006	3.5577691	-1.3910733		
A_23_P30805	1.03e-03	8.53e-06	5.134685	3.5538826	1.8929318	HIST1H4J	histone cluster 1, H4j
A_23_P126266	1.03e-03	8.62e-06	-5.13146	3.5443912	-2.1617684	HLX	H2.0 like homeobox
A_23_P326691	1.05e-03	8.83e-06	5.123751	3.5217029	2.02528	RBBP4	RB binding protein 4, chromatin remodeling factor
A_23_P110643	1.05e-03	8.86e-06	-5.122835	3.5190096	-1.7106632	CDKL3	cyclin dependent kinase like 3
A_24_P940863	1.05e-03	8.87e-06	-5.122208	3.517164	-1.8590739	ANKMY1	ankyrin repeat and MYND domain containing 1
A_24_P608007	1.05e-03	8.89e-06	-5.121755	3.5158314	-2.1706129		
A_24_P411899	1.06e-03	8.96e-06	-5.11911	3.5080472	-1.2223981	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
A_23_P110837	1.06e-03	8.96e-06	-5.11903	3.507812	-3.1892146	IRX4	iroquois homeobox 4
A_32_P350897	1.06e-03	9.06e-06	-5.115474	3.4973525	-3.0587145	THSD7A	thrombospondin type 1 domain containing 7A
A_23_P408955	1.06e-03	9.06e-06	5.115437	3.497241	2.0354522	E2F2	E2F transcription factor 2
A_23_P368691	1.06e-03	9.09e-06	-5.114557	3.4946525	-3.0640447	ABCC9	ATP binding cassette subfamily C member 9
A_24_P8257	1.07e-03	9.22e-06	-5.110149	3.4816866	-2.2551251		
A_23_P11922	1.07e-03	9.22e-06	-5.11	3.4812491	-2.4238596		
A_24_P169148	1.07e-03	9.22e-06	5.109874	3.4808786	2.9622077	HMGB1	high mobility group box 1
A_32_P208978	1.07e-03	9.26e-06	5.108664	3.4773192	2.2170654	ZBED3-AS1	ZBED3 antisense RNA 1
A_24_P911231	1.07e-03	9.28e-06	-5.108021	3.4754282	-2.6940765	ARHGAP30	Rho GTPase activating protein 30
A_32_P229358	1.09e-03	9.55e-06	-5.098897	3.448596	-1.8441196		
A_23_P212626	1.09e-03	9.56e-06	-5.098412	3.4471697	-2.5668408		
A_23_P110196	1.09e-03	9.59e-06	-5.09761	3.4448121	-1.6580791	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
A_23_P26367	1.09e-03	9.65e-06	-5.095615	3.4389458	-2.1832122		
A_23_P257445	1.09e-03	9.66e-06	-5.09524	3.4378425	-2.9914993		
A_23_P52761	1.09e-03	9.69e-06	5.094077	3.4344217	3.228465	MMP7	matrix metallopeptidase 7
A_23_P11787	1.09e-03	9.70e-06	5.093794	3.4335904	1.7470684	WNT4	Wnt family member 4
A_24_P942822	1.09e-03	9.79e-06	-5.090827	3.4248672	-2.5792542	MDH1B	malate dehydrogenase 1B
A_32_P101073	1.09e-03	9.83e-06	5.089646	3.4213974	2.1917698		
A_32_P210106	1.09e-03	9.83e-06	-5.089506	3.4209855	-1.8915513		
A_23_P333129	1.09e-03	9.84e-06	5.089293	3.4203595	2.2765135		
A_24_P538708	1.10e-03	9.90e-06	-5.08748	3.415029	-1.8794346	ZDHHC21	zinc finger DHHC-type containing 21
A_32_P217797	1.10e-03	9.96e-06	-5.085293	3.4086009	-2.8000876	LOC286382	uncharacterized LOC286382
A_32_P28476	1.11e-03	1.00e-05	-5.083001	3.4018635	-2.7394831		
A_24_P228130	1.11e-03	1.01e-05	-5.080753	3.395257	-2.3115089	CCL3L3	C-C motif chemokine ligand 3 like 3
A_32_P179131	1.11e-03	1.01e-05	-5.080115	3.3933814	-2.0643121		
A_32_P30966	1.11e-03	1.01e-05	-5.079773	3.3923777	-2.4670372		
A_24_P880143	1.12e-03	1.02e-05	-5.076667	3.3832497	-2.1463126		
A_23_P69329	1.13e-03	1.04e-05	-5.072925	3.3722547	-3.3429307	HYAL1	hyaluronoglucosaminidase 1
A_32_P142128	1.13e-03	1.04e-05	-5.071257	3.3673519	-1.6603515	BMS1P5	BMS1, ribosome biogenesis factor pseudogene 5
A_32_P3527	1.13e-03	1.05e-05	-5.069823	3.3631391	-2.5731155		
A_23_P95990	1.13e-03	1.05e-05	-5.069451	3.3620475	-3.9482631		
A_24_P304723	1.13e-03	1.05e-05	5.067856	3.3573619	2.2272427	PPIB	peptidylprolyl isomerase B
A_32_P112712	1.14e-03	1.06e-05	-5.064979	3.3489101	-2.0568895		
A_32_P162494	1.14e-03	1.07e-05	-5.06307	3.3433012	-2.3030542		
A_32_P110342	1.16e-03	1.09e-05	-5.057626	3.3273116	-1.957741		
A_23_P124946	1.16e-03	1.09e-05	-5.056672	3.324509	-2.206519	CMYA5	cardiomyopathy associated 5
A_24_P9285	1.16e-03	1.10e-05	5.054271	3.3174602	2.1876978	LMAN2	lectin, mannose binding 2
A_24_P933580	1.17e-03	1.11e-05	-5.051627	3.3096944	-2.8192584	NAV2	neuron navigator 2
A_32_P20300	1.17e-03	1.11e-05	-5.050443	3.3062173	-1.5337105		
A_24_P255114	1.17e-03	1.12e-05	-5.049441	3.3032755	-4.0059527	OR5P1P	olfactory receptor family 5 subfamily P member 1 pseudogene
A_23_P95634	1.17e-03	1.12e-05	-5.048315	3.2999712	-3.1322431	MYOZ2	myozenin 2
A_32_P181826	1.17e-03	1.12e-05	-5.046668	3.2951348	-1.413227		
A_23_P41888	1.17e-03	1.13e-05	-5.046548	3.2947818	-1.6810634	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase
A_32_P15364	1.18e-03	1.13e-05	-5.044042	3.2874268	-2.40026		
A_23_P136849	1.18e-03	1.14e-05	-5.043455	3.2857023	-2.5817334		
A_32_P47157	1.18e-03	1.14e-05	-5.041855	3.2810066	-1.4734221	LINC00950	long intergenic non-protein coding RNA 950
A_24_P116909	1.18e-03	1.15e-05	-5.040401	3.2767386	-1.7364431	MALT1	MALT1 paracaspase
A_23_P334664	1.18e-03	1.15e-05	-5.038686	3.2717027	-2.9550229	PML	promyelocytic leukemia
A_24_P297539	1.18e-03	1.16e-05	5.037471	3.2681363	2.3448918		
A_32_P137487	1.18e-03	1.16e-05	-5.036485	3.2652442	-1.9367002		
A_23_P94380	1.18e-03	1.16e-05	5.036374	3.2649185	1.8606018	AIF1L	allograft inflammatory factor 1 like
A_24_P285378	1.18e-03	1.16e-05	-5.035985	3.2637765	-1.7570867	TMEM234	transmembrane protein 234
A_32_P157208	1.18e-03	1.16e-05	-5.035905	3.2635416	-3.2533722	PGM5-AS1	PGM5 antisense RNA 1
A_32_P171253	1.18e-03	1.16e-05	-5.035776	3.2631624	-2.3868214		
A_23_P139547	1.18e-03	1.17e-05	5.034512	3.2594538	1.7285192	TUBA1A	tubulin alpha 1a
A_24_P57898	1.18e-03	1.17e-05	5.033832	3.2574567	1.8261911	BHLHE23	basic helix-loop-helix family member e23
A_24_P828496	1.18e-03	1.17e-05	-5.033677	3.2570029	-2.1717256	LINC01133	long intergenic non-protein coding RNA 1133
A_23_P330708	1.18e-03	1.19e-05	-5.029139	3.2436863	-3.8734125		
A_23_P31858	1.18e-03	1.19e-05	-5.02902	3.2433367	-4.2512678	ST18	ST18, C2H2C-type zinc finger
A_24_P142743	1.18e-03	1.19e-05	5.027516	3.2389229	2.1446439	CNN2	calponin 2
A_23_P119102	1.18e-03	1.20e-05	5.026934	3.237215	2.2564673	VASP	vasodilator-stimulated phosphoprotein
A_23_P130735	1.18e-03	1.20e-05	-5.026369	3.2355581	-1.6648803	SLC6A16	solute carrier family 6 member 16
A_32_P49334	1.18e-03	1.20e-05	5.026236	3.2351684	1.4016064	MIF-AS1	MIF antisense RNA 1
A_23_P214487	1.18e-03	1.20e-05	5.025018	3.2315953	3.3213014	HIST1H4C	histone cluster 1, H4c
A_23_P156284	1.18e-03	1.21e-05	5.023916	3.2283614	1.8242452	DBN1	drebrin 1
A_23_P101707	1.18e-03	1.21e-05	5.023557	3.2273075	1.5106282	PLIN3	perilipin 3
A_24_P924521	1.19e-03	1.22e-05	-5.021334	3.2207858	-2.6690829		
A_32_P47301	1.21e-03	1.24e-05	-5.015106	3.2025177	-2.0226351		
A_32_P163558	1.21e-03	1.24e-05	-5.014931	3.2020034	-1.9227968		
A_23_P116642	1.21e-03	1.25e-05	-5.014339	3.2002677	-1.8684311	SLC26A10	solute carrier family 26 member 10
A_32_P77421	1.22e-03	1.26e-05	-5.011293	3.1913341	-1.8351506		
A_23_P379071	1.22e-03	1.26e-05	-5.010654	3.1894602	-1.6523436	FBXL13	F-box and leucine rich repeat protein 13
A_32_P138409	1.22e-03	1.27e-05	-5.00828	3.1824982	-2.309651		
A_23_P108135	1.22e-03	1.27e-05	5.007105	3.1790546	2.8140711	AP3D1	adaptor related protein complex 3 delta 1 subunit
A_23_P397347	1.22e-03	1.28e-05	-5.006299	3.1766912	-2.4782209	MCM9	minichromosome maintenance 9 homologous recombination repair factor
A_23_P164958	1.23e-03	1.29e-05	5.003521	3.1685472	1.3690382	CCDC8	coiled-coil domain containing 8
A_24_P921584	1.23e-03	1.30e-05	5.001245	3.1618726	2.1322764	ALDOA	aldolase, fructose-bisphosphate A
A_23_P420442	1.23e-03	1.30e-05	-5.000821	3.1606307	-1.868304	SEMA6D	semaphorin 6D
A_32_P122323	1.24e-03	1.31e-05	-4.997866	3.1519682	-2.4317844	GUSBP4	glucuronidase, beta pseudogene 4
A_24_P350708	1.24e-03	1.31e-05	-4.997108	3.1497453	-1.4624681	LOC100505915	uncharacterized LOC100505915
A_23_P50775	1.27e-03	1.35e-05	4.988967	3.1258864	1.3605738	LRFN3	leucine rich repeat and fibronectin type III domain containing 3
A_32_P142827	1.27e-03	1.35e-05	-4.988832	3.1254892	-2.1128495		
A_24_P538590	1.28e-03	1.36e-05	-4.985683	3.1162616	-1.9704642	TMEM147-AS1	TMEM147 antisense RNA 1
A_24_P205589	1.28e-03	1.37e-05	4.984858	3.1138457	1.4843979	ACOT7	acyl-CoA thioesterase 7
A_24_P738130	1.28e-03	1.37e-05	-4.983035	3.1085057	-1.7353745		
A_24_P321525	1.29e-03	1.38e-05	-4.980888	3.1022141	-1.818072	RERG	RAS like estrogen regulated growth inhibitor
A_23_P355525	1.29e-03	1.39e-05	-4.980316	3.100539	-2.0517393	HECTD2	HECT domain E3 ubiquitin protein ligase 2
A_24_P453970	1.29e-03	1.39e-05	-4.9788	3.0960966	-2.6919706		
A_32_P80523	1.29e-03	1.40e-05	-4.977833	3.0932657	-1.8205213		
A_23_P310317	1.29e-03	1.40e-05	4.976115	3.0882323	1.6772031	TCOF1	treacle ribosome biogenesis factor 1
A_24_P308029	1.30e-03	1.42e-05	-4.972844	3.0786526	-2.174711	HSPB6	heat shock protein family B (small) member 6
A_32_P63461	1.30e-03	1.42e-05	-4.972158	3.0766426	-2.1034916		
A_23_P427760	1.30e-03	1.42e-05	-4.972107	3.0764937	-2.0283703	PIWIL4	piwi like RNA-mediated gene silencing 4
A_23_P144807	1.30e-03	1.43e-05	-4.970808	3.0726893	-1.9539954	SEPT8	septin 8
A_32_P189324	1.30e-03	1.43e-05	-4.969725	3.0695174	-3.7064756		
A_23_P374250	1.31e-03	1.44e-05	-4.968748	3.0666567	-2.0755206	DPY19L2	dpy-19 like 2
A_32_P98574	1.31e-03	1.44e-05	-4.968142	3.0648819	-2.0447183		
A_32_P189974	1.32e-03	1.45e-05	-4.964695	3.0547894	-1.8635158		
A_23_P96271	1.32e-03	1.47e-05	-4.961931	3.0466968	-1.8797143	MYOM1	myomesin 1
A_32_P181564	1.35e-03	1.50e-05	-4.954916	3.0261609	-2.5186484		
A_23_P54447	1.36e-03	1.51e-05	-4.952357	3.0186717	-2.526761	LINC00597	long intergenic non-protein coding RNA 597
A_23_P11005	1.36e-03	1.51e-05	4.951926	3.0174084	3.3506609	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
A_23_P203807	1.36e-03	1.52e-05	-4.951083	3.0149411	-2.2256816		
A_24_P925261	1.37e-03	1.53e-05	-4.948214	3.0065468	-2.4215986	ZNF585A	zinc finger protein 585A
A_32_P34167	1.37e-03	1.54e-05	-4.946796	3.0023963	-2.6296452		
A_24_P379223	1.37e-03	1.55e-05	4.944967	2.9970439	2.0966392	IER5	immediate early response 5
A_32_P133526	1.38e-03	1.56e-05	-4.942248	2.9890907	-1.9783438		
A_24_P491923	1.38e-03	1.57e-05	-4.940987	2.9854003	-2.164853		
A_32_P156062	1.38e-03	1.57e-05	-4.939993	2.9824926	-2.2591268		
A_24_P3627	1.38e-03	1.57e-05	-4.939683	2.9815853	-2.4481064		
A_24_P649327	1.40e-03	1.59e-05	-4.936301	2.9716939	-1.6938003	HERC2P7	hect domain and RLD 2 pseudogene 7
A_24_P825969	1.40e-03	1.60e-05	-4.935155	2.9683401	-2.4613895		
A_32_P62026	1.41e-03	1.61e-05	-4.932299	2.9599869	-2.3452448		
A_24_P366495	1.42e-03	1.63e-05	4.927615	2.9462918	2.2404607		
A_24_P320545	1.44e-03	1.66e-05	4.922786	2.9321706	1.3276961	PTK7	protein tyrosine kinase 7 (inactive)
A_32_P195785	1.46e-03	1.68e-05	-4.91861	2.9199641	-1.4537917		
A_23_P8653	1.46e-03	1.69e-05	-4.916936	2.9150716	-1.5389403	CFAP69	cilia and flagella associated protein 69
A_24_P87114	1.47e-03	1.70e-05	-4.914969	2.9093217	-2.4024454	USP30	ubiquitin specific peptidase 30
A_23_P323178	1.47e-03	1.71e-05	-4.912733	2.9027858	-2.1749323		
A_24_P681016	1.49e-03	1.73e-05	-4.909229	2.8925459	-1.6412708		
A_24_P376707	1.49e-03	1.73e-05	4.908489	2.8903839	1.5702077	HDGF	hepatoma-derived growth factor
A_23_P76322	1.49e-03	1.74e-05	-4.906619	2.8849207	-2.3466773	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
A_32_P199252	1.49e-03	1.75e-05	4.906018	2.8831653	2.2530122	HSP90AA1	heat shock protein 90 alpha family class A member 1
A_24_P923945	1.49e-03	1.75e-05	-4.905731	2.8823272	-2.3504833	UBR4	ubiquitin protein ligase E3 component n-recognin 4
A_24_P18802	1.49e-03	1.75e-05	4.905022	2.8802542	1.8574733	VPS18	VPS18, CORVET/HOPS core subunit
A_24_P185029	1.49e-03	1.75e-05	-4.904741	2.8794329	-2.7949338	SH2B1	SH2B adaptor protein 1
A_32_P122136	1.50e-03	1.77e-05	-4.901346	2.8695148	-1.6818318		
A_32_P161033	1.50e-03	1.77e-05	-4.901045	2.8686352	-2.3738282		
A_24_P74571	1.50e-03	1.78e-05	4.899817	2.8650502	1.3667517	CBY1	chibby family member 1, beta catenin antagonist
A_24_P470079	1.50e-03	1.79e-05	-4.89899	2.8626336	-3.6531883	ZNF440	zinc finger protein 440
A_32_P140722	1.50e-03	1.80e-05	-4.897276	2.8576264	-2.1417933		
A_24_P419109	1.50e-03	1.80e-05	-4.897125	2.8571848	-2.5307001	ATF6B	activating transcription factor 6 beta
A_23_P74954	1.50e-03	1.80e-05	4.896781	2.8561802	1.4229403	RCC2	regulator of chromosome condensation 2
A_23_P218569	1.50e-03	1.80e-05	-4.89574	2.8531416	-1.8370567		
A_32_P6452	1.53e-03	1.84e-05	-4.889601	2.8352134	-2.3193772		
A_23_P42198	1.53e-03	1.85e-05	4.888435	2.831808	1.7954858	HIST1H3G	histone cluster 1, H3g
A_23_P104734	1.54e-03	1.86e-05	4.886534	2.8262588	2.1548919	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex
A_23_P69586	1.54e-03	1.87e-05	4.88484	2.8213122	1.5193888	FAT1	FAT atypical cadherin 1
A_32_P235358	1.54e-03	1.87e-05	-4.884571	2.8205277	-2.5656421	LOC100130476	uncharacterized LOC100130476
A_23_P209538	1.54e-03	1.88e-05	-4.883144	2.8163616	-2.1229065		
A_32_P134580	1.55e-03	1.89e-05	4.881276	2.8109082	2.1956983	HMGB1	high mobility group box 1
A_24_P532478	1.55e-03	1.89e-05	-4.880352	2.8082113	-2.3942797		
A_32_P13392	1.55e-03	1.90e-05	-4.878561	2.8029849	-2.0455851		
A_32_P1657	1.55e-03	1.91e-05	-4.878088	2.8016033	-2.2398398	LOC105372881	uncharacterized LOC105372881
A_32_P136800	1.56e-03	1.92e-05	-4.876482	2.7969177	-2.4863595		
A_24_P726399	1.58e-03	1.95e-05	-4.871671	2.7828788	-1.9615529		
A_23_P213319	1.58e-03	1.95e-05	-4.871218	2.7815564	-2.0013677	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
A_24_P283535	1.58e-03	1.96e-05	-4.869286	2.7759186	-1.8048104	ARHGEF10	Rho guanine nucleotide exchange factor 10
A_24_P44916	1.58e-03	1.97e-05	4.868355	2.7732037	2.0857854	CDC42EP5	CDC42 effector protein 5
A_23_P21570	1.58e-03	1.97e-05	4.867958	2.7720456	2.9311831	NPAS3	neuronal PAS domain protein 3
A_32_P226678	1.59e-03	1.98e-05	-4.865794	2.7657312	-2.5461209	LINC00672	long intergenic non-protein coding RNA 672
A_23_P47924	1.59e-03	1.98e-05	-4.865618	2.7652186	-1.8453752	PTPRR	protein tyrosine phosphatase, receptor type R
A_23_P399921	1.60e-03	2.00e-05	-4.863045	2.7577134	-1.9469221	SEC61A2	Sec61 translocon alpha 2 subunit
A_32_P38436	1.60e-03	2.01e-05	-4.861222	2.7523949	-2.1909482		
A_23_P99080	1.63e-03	2.05e-05	-4.854738	2.7334873	-3.634393	TAS2R13	taste 2 receptor member 13
A_23_P157914	1.65e-03	2.07e-05	-4.851084	2.7228331	-1.653544	MAMDC2	MAM domain containing 2
A_23_P216004	1.65e-03	2.08e-05	-4.850823	2.7220735	-1.5229855	SLC25A37	solute carrier family 25 member 37
A_24_P354523	1.65e-03	2.09e-05	-4.849469	2.718125	-1.3453489	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
A_23_P5370	1.65e-03	2.09e-05	-4.849037	2.7168647	-1.978828	RPRM	reprimo, TP53 dependent G2 arrest mediator candidate
A_23_P10911	1.65e-03	2.09e-05	-4.848345	2.7148476	-2.3003838	PLBD2	phospholipase B domain containing 2
A_24_P368575	1.67e-03	2.13e-05	-4.843298	2.700137	-1.6924809	SLC4A7	solute carrier family 4 member 7
A_24_P303420	1.67e-03	2.13e-05	-4.842887	2.6989389	-1.6166355	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1
A_24_P153926	1.67e-03	2.13e-05	4.842427	2.6975979	1.3528658	SAYSD1	SAYSVFN motif domain containing 1
A_32_P11947	1.67e-03	2.14e-05	-4.841793	2.6957501	-2.7222041		
A_32_P90730	1.67e-03	2.14e-05	-4.840651	2.6924242	-2.319488		
A_32_P159651	1.69e-03	2.18e-05	-4.835098	2.6762432	-1.5119433	KAT2B	lysine acetyltransferase 2B
A_23_P254594	1.69e-03	2.18e-05	-4.83493	2.6757543	-1.9941149	GNRH1	gonadotropin releasing hormone 1
A_32_P110751	1.69e-03	2.18e-05	4.834683	2.6750331	2.029957	EIF4A2	eukaryotic translation initiation factor 4A2
A_23_P58298	1.69e-03	2.19e-05	-4.834082	2.6732833	-1.9563367	NAF1	nuclear assembly factor 1 ribonucleoprotein
A_23_P86493	1.69e-03	2.19e-05	4.833177	2.6706471	2.3778483	LBX1	ladybird homeobox 1
A_32_P198523	1.70e-03	2.22e-05	-4.829292	2.6593296	-2.4360545	FSIP2	fibrous sheath interacting protein 2
A_32_P224157	1.70e-03	2.22e-05	-4.829191	2.6590342	-2.1422627		
A_24_P178663	1.70e-03	2.22e-05	4.828975	2.6584053	1.9845127		
A_32_P146786	1.70e-03	2.23e-05	-4.828488	2.6569863	-1.8197281		
A_24_P116766	1.72e-03	2.25e-05	-4.825308	2.647725	-2.0422056	ZNF207	zinc finger protein 207
A_24_P278234	1.73e-03	2.27e-05	-4.822156	2.6385451	-2.3229556		
A_24_P926666	1.73e-03	2.28e-05	-4.820414	2.6334732	-1.5525745		
A_23_P3038	1.73e-03	2.28e-05	-4.820148	2.6327009	-2.1058943	GPX2	glutathione peroxidase 2
A_32_P79515	1.73e-03	2.28e-05	-4.820091	2.632533	-1.8788442		
A_24_P598836	1.73e-03	2.29e-05	4.819741	2.6315141	2.0523951		
A_24_P187874	1.73e-03	2.30e-05	-4.818474	2.6278266	-1.986215	FLJ40712	FLJ40712 protein
A_23_P328621	1.75e-03	2.32e-05	-4.815767	2.6199442	-2.3664435	UBQLNL	ubiquilin-like
A_32_P201041	1.78e-03	2.36e-05	-4.809442	2.6015344	-1.9261127	GPR135	G protein-coupled receptor 135
A_32_P109572	1.78e-03	2.37e-05	4.808456	2.5986639	1.9399845	HNRNPL	heterogeneous nuclear ribonucleoprotein L
A_23_P202837	1.79e-03	2.39e-05	4.80539	2.5897439	1.4868612	CCND1	cyclin D1
A_24_P120827	1.80e-03	2.40e-05	-4.803722	2.5848895	-1.8817553	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
A_32_P184448	1.80e-03	2.42e-05	-4.8022	2.5804603	-1.6205932	CCDC178	coiled-coil domain containing 178
A_24_P343869	1.80e-03	2.42e-05	4.802173	2.5803815	1.9093587	PTGES3	prostaglandin E synthase 3
A_23_P252175	1.81e-03	2.43e-05	-4.800026	2.5741346	-2.1846002	MYO1B	myosin IB
A_32_P59837	1.82e-03	2.45e-05	-4.797875	2.5678779	-1.9421127		
A_32_P150086	1.82e-03	2.46e-05	-4.79636	2.5634705	-1.9221198	ANKRD20A5P	ankyrin repeat domain 20 family member A5, pseudogene
A_23_P211814	1.82e-03	2.46e-05	4.7963	2.5632966	1.3879124	MAP4	microtubule associated protein 4
A_32_P233834	1.82e-03	2.47e-05	-4.794735	2.558744	-2.2225551		
A_32_P134090	1.83e-03	2.49e-05	-4.792887	2.5533692	-2.1961479		
